,S Uri,Song,A Uri,Artist,Genre,Song Pop,Artist Pop
121,2D8Agm1pLrDzllWAH6rBRc,Nocturn - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",37,82
122,3JFYfDGdmI8a1JcE7wMmUR,Aerial - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",35,82
123,2HyBXItBI9XVDqTSSn9uGK,King Of The Mountain,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",22,82
124,7ylMdCOkqumPAwIMb6j2D5,Sexual Healing,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",25,82
125,6J4drU8xV27E02a3MACBH0,King Of The Mountain,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",27,82
126,6h2Uo4LClXX6fENiawxyB1,Pi,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",24,82
127,2oaN6VluuD1rIubu4FN0Gi,Bertie,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",27,82
128,09oh5nlUoLQEHIdzsZjqHf,Mrs. Bartolozzi,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",21,82
129,4JeQ7zts6kP0Epw5WXN8v2,How To Be Invisible,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",23,82
130,01RkBTgUaGjlJakEh3P3I4,Joanni,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",21,82
131,3nFxMEsNZE0BvDLPBxseAV,A Coral Room,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",22,82
132,5sGJqUPNHkrYzi1VEWIgPg,An Endless Sky Of Honey,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",0,82
133,3hzKNsWLM4j3sEVdNnGVBu,Rubberband Girl - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",48,82
134,6AGwIVobHRMIMeJt8uDJpq,And So Is Love - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",39,82
135,02WdR5dDKgmPakgWYt4Qqx,Eat The Music - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",37,82
136,02sly47B0MPvmAfZHeh6cb,Moments Of Pleasure - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",36,82
137,6HciryqqXvY0nYE5gUIHoM,The Song Of Solomon - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",39,82
138,1D1YPsvLbToPpkJLKCUdaw,Lily - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",41,82
139,0C3rUcIUiQx6vpF1sSAB2c,The Red Shoes - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",38,82
140,7KsA42WRSTTOBuG6iEcLxh,Top Of The City - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",33,82
141,5cHDuR3U0NcCbsEmX3CMOv,Constellation Of The Heart - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",51,82
142,18O2OzvWDacDHaz2KGtCgp,Big Stripey Lie - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",28,82
143,166hDyzb3JS4eaupdtpbKu,Why Should I Love You? - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",42,82
144,6zq1Fn1HEJ9lQi9CR6wwjO,You're The One - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",31,82
145,0brZICjfns7rrzXOt5B5HC,Rubberband Girl - 2011 Remastered Version,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",41,82
146,3LRh2uWro1wGFppX0qBMMZ,And So Is Love - 2011 Remastered Version,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",45,82
147,2AUPrzNZkdoLG5xQYMMgDG,Eat The Music - 2011 Remastered Version,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",30,82
148,28KI5JJFYz2m9ZTk2zJg2s,Moments Of Pleasure - 2011 Remastered Version,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",42,82
149,5UFsESx0U0VSclvDqh8D1z,The Song Of Solomon - 2011 Remastered Version,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",44,82
150,5ZBlBF2sS5Sfpw3WlzNHUe,Lily - 2011 Remastered Version,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",36,82
151,5klEB0osV2PNXFsgH2Sc2F,The Red Shoes - 2011 Remastered Version,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",42,82
152,4WeR4rWQaYyEdcua15WalD,Top Of The City - 2011 Remastered Version,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",32,82
153,5GvcuJ43tONkAU9x6Fzord,Constellation Of The Heart - 2011 Remastered Version,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",50,82
154,1IBUHENGFZ6o31dRbK9epX,Big Stripey Lie - 2011 Remastered Version,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",26,82
155,1liKGUyfmyTZQeVtFLlsB4,Why Should I Love You? - 2011 Remastered Version,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",43,82
156,0aMO5yleMOhvtzOmN46c2j,You're The One - 2011 Remastered Version,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",29,82
157,53J52c9azFaNxrv7WJ8DEh,Home for Christmas,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",19,82
158,7EovLg8qd6it8b2eM380o3,The Sensual World,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",55,82
159,5T5I9yampQRUY8kxkVTcqY,Love And Anger,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",47,82
160,0AGWCIXYw1J3lXQzXm4SXE,The Fog,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",46,82
161,0QzHnZWNk0xd7LCYQgg9wB,Reaching Out,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",37,82
162,1VvWWUngCjcDEdpSvWD8Bz,Heads We're Dancing,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",38,82
163,4dX1ZYtWTxaSBf2mMpvc6g,Deeper Understanding,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",37,82
164,3uGrE7KPy6nufhcmTtx6b0,Between A Man And A Woman,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",46,82
165,33XPkUTA6K7mYW0RTuexqb,Never Be Mine,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",49,82
166,7dypHt1bIFBIiTzubNnZhp,Rocket's Tail,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",38,82
167,1Q0sruYhnsq6lmhWgeRFh5,This Woman's Work,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",63,82
168,2LKfODa8xZpoJ53IEeJUZq,Walk Straight Down The Middle,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",38,82
169,6Fmnn7nFUcyBbiJ85dvqpg,Wuthering Heights - New Vocal,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",47,82
170,5cS2MR8ZXazew7H3W0Wpzr,Cloudbusting,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",46,82
171,5nb0TH8OLiMYprD6wC5ymj,The Man with the Child in His Eyes,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",39,82
172,22cCfGYm7oWzJXR7Mhmkps,Breathing,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",37,82
173,4g9SrNJE54h3zfGdyOPvbH,Wow,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",37,82
174,6uvz8iC29QnK1MoTLQEGPN,Hounds Of Love,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",38,82
175,1TOme860eWLYhQCkSPpXmE,Running Up That Hill (A Deal With God),1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",57,82
176,2duFyIqY9RHzOMruitwPkq,Army Dreamers,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",38,82
177,3pXYvujKHxFavbovnLBQre,Sat In Your Lap,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",35,82
178,4FbOdXXh66VIVhWcNlb1Jh,Experiment IV,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",46,82
179,2PsqVmgAnpJ1AFX1iWr4aW,The Dreaming,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",34,82
180,4FxXcyNfil6tuRikzmIctP,Babooshka,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",39,82
181,75FEaRjZTKLhTrFGsfMUXR,Running Up That Hill (A Deal With God),1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",97,82
182,0iluWxTpC9QOdVPg3PROvm,Hounds Of Love,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",68,82
183,50T7xShSIGpOKvpyVahSAx,The Big Sky - Special Single Mix,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",60,82
184,0jVUuNhMWUkvdemNXbYM8K,Mother Stands For Comfort,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",54,82
185,5atQ2haKP5LT65WM0KUts3,Cloudbusting,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",69,82
186,15FBisvPECCYwyG4l8FJQ9,And Dream Of Sheep,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",56,82
187,6imvNIE8dbJ3K7qllyZ4sF,Under Ice,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",52,82
188,745kuNeybZijRylAG8mfUG,Waking The Witch,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",52,82
189,0ZYBIpXWHbQVHx5vOf9mFT,Watching You Without Me,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",51,82
190,3cB9lIAcucGiuRlKolGd4m,Jig Of Life,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",51,82
191,68otTYLIY2MTdT2bdBS5ug,Hello Earth,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",53,82
192,7zQNBNgOtmwD7eo8DGgc12,The Morning Fog,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",52,82
193,1EfdsCcge41LcPtSpkZJ50,Sat In Your Lap,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",55,82
194,4Yq4yADeZFQIFFUHN8n4Qe,There Goes A Tenner,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",51,82
195,4oZ8RZuO1VHtCEunEX3DI1,Pull Out The Pin,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",44,82
196,1VsQhQbF4SwVvbbFeQ5EOa,Suspended In Gaffa,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",60,82
197,0kKTQw3I0XCapdtY48NpRf,Leave It Open,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",42,82
198,0y05aJ6eL8uM1D4to2dlyu,The Dreaming,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",50,82
199,3utyQIJHaYmVOdidr11AQi,Night Of The Swallow,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",44,82
200,3hb9ZfsuhcN37mhqLdaZdc,All The Love,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",48,82
201,577q4grT3tMEPg1ElFlW5y,Houdini,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",49,82
202,5YsEglADppBRUYCIIvnglm,Get Out Of My House,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",44,82
203,6VpNGCU2ig4NQmsLfALdJU,Babooshka - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",72,82
204,3dSd4f3KMC3efgKlODlnfZ,Delius - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",43,82
205,3KQ86U3hp9QJCbft5pkaSN,Blow Away - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",41,82
206,0NZW0zqtJ4PF6uJ19701kp,All We Ever Look For - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",49,82
207,0d41etv3lAM5LB7kaXujpg,Egypt - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",47,82
208,0rPytjmQTg2bG64jpZgSdy,The Wedding List - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",54,82
209,2LtaWqNRnCRBvONackei6O,Violin - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",40,82
210,6SfyhZ0Ho8XeZfIlkYIBw3,The Infant Kiss - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",38,82
211,6ZYjCeL9704rdBdDI59gRY,Night Scented Stock - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",37,82
212,135ArLV1euyyeegU9D8HVR,Army Dreamers - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",53,82
213,0yzCZGyBUyEZrNMjZsc2UX,Breathing - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",53,82
214,1ADI3yWnCH2cgZE9y6Ss0j,Symphony in Blue - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",51,82
215,3dbKMKZjmjYaFfW5KdRN8q,In Search of Peter Pan - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",46,82
216,4XkeyeYnDu2ouLF4DjtCxI,Wow - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",39,82
217,2uyJ5LkfJzd2CaMxsyKDX4,Don't Push Your Foot on the Heartbrake - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",37,82
218,1x8tSDNiQQdGSljjcsOOus,Oh England My Lionheart - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",46,82
219,3rds168fWqxkyYnyIvH3Ed,Full House - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",35,82
220,3s2eD7OxJWxot0xg7EYOWI,In the Warm Room - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",34,82
221,695miw1V8LuCfiUIY5j94E,Kashka from Baghdad - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",45,82
222,7If7djf3SLAvbiEch2RN53,Coffee Homeground - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",33,82
223,0tpARR5VYaD6KNvjnGbEdT,Hammer Horror - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",48,82
224,4yspfMGPHIaCvodZs9Vndv,Moving - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",38,82
225,3jKVpS1iG35a8BnrTCqn4K,The Saxophone Song - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",36,82
226,5CMbxqkdfDG7SnxMtilLvb,Strange Phenomena - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",35,82
227,08ecqo1fk855nqFKWSfLiF,Kite - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",35,82
228,0SnTtIexMVPPHvJkyQxLlr,The Man with the Child in His Eyes - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",37,82
229,4hRdaL1ZSGvPJNQezb0ejL,Wuthering Heights - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",46,82
230,6csYDrnNgeUb6nV5h3j48Y,James and the Cold Gun - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",36,82
231,7euAeAmP998U134Qr78E2V,Feel It - 2018 Remaster,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",34,82
